index,Industry,url,Position,Company,Location,Job_Description
15,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546522,Accountant,SoftLogic,Matara,"Accounting skills, Communication Skill"
16,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546523,Accountant,Abans,Galle,"Accounting skills, Good Communications"
17,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546524,Accountant,CBL,Colombo,"Accounting skills, Mathematical Skill"
18,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546525,Accountant,Mobitel,Kandy,"Accounting skills, Mathematical Skill, Communications Skill"
19,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546526,Accountant,Dialog,Malabe,"Accounting skills, Level 1, Communication Skill"
20,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546527,Accountant,Mobitel,Malabe,"Accounting skills, Level 2, Management Skill"
21,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546528,Accountant,Hutch,Malabe,"Accounting skills, Level 3, Management Skill, Mathematical Skill"
22,Commerce,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546529,Accountant,Dialog,Malabe,"Accounting skills, Level 4, Management Skill, Mathematical Skill, Communication Skill"
23,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546530,Nurse,Asiri Hospital,Matara,"Nursing, Knowladge of Medicine, Chemistry Knowladge"
24,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546531,Nurse,Asiri Hospital,Galle,"Nursing, Knowladge of Medicine, Chemistry Knowladge"
25,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546532,Nurse,Asiri Hospital,Kandy,"Nursing, Knowladge of Medicine, Chemistry Knowladge"
26,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546533,Nurse,Asiri Hospital,Kaluthara,"Nursing, Knowladge of Medicine, Chemistry Knowladge"
27,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546534,Nurse,Nawaloka Hospital,Colombo,"Nursing, Knowladge of Medicine, Chemistry Knowladge"
28,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546535,Lab Assistant,Nawaloka Hospital,Colombo,"Chemical  Knowladge,  Medicine Knowladge"
29,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546536,Lab Assistant,Lab ASD,Malabe,"Chemical  Knowladge,  Medicine Knowladge"
30,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546537,Lab Assistant,General Hospital Colombo,Colombo,"Chemical  Knowladge,  Medicine Knowladge"
31,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546538,Lab Assistant,Medi House,Matara,"Chemical  Knowladge,  Medicine Knowladge"
32,Biology,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_01ca748e&cb=1585905389881&jobListingId=3496546539,Lab Assistant,Medi House,Matara,"Chemical  Knowladge,  Medicine Knowladge"
33,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606929,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
34,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606930,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
35,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606931,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
36,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606932,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
37,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606933,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
38,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606934,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
39,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606935,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
40,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606936,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
41,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606937,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
42,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606938,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
43,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606939,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
44,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606940,Software  Engineer,Bloom Solutions,Galle,software engineering Skills
45,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606941,Software  Engineer,Bloom Solutions,Galle,Coding skills
46,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606942,Software  Engineer,Bloom Solutions,Galle,Coding skills
47,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606943,Software  Engineer,Bloom Solutions,Galle,Coding skills
48,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606944,Software  Engineer,Bloom Solutions,Galle,Coding skills
49,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606945,Software  Engineer,Bloom Solutions,Galle,Coding skills
50,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606946,Software  Engineer,Bloom Solutions,Galle,Coding skills
51,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606947,Software  Engineer,Bloom Solutions,Galle,Coding skills
52,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606948,Software  Engineer,Bloom Solutions,Galle,Coding skills
53,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606949,Software  Engineer,Bloom Solutions,Galle,programming
54,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606950,Software  Engineer,Bloom Solutions,Galle,programming
55,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606951,Software  Engineer,Bloom Solutions,Galle,programming
56,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606952,Software  Engineer,Bloom Solutions,Galle,programming
57,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606953,Software  Engineer,Bloom Solutions,Galle,programming
58,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606954,Software  Engineer,Bloom Solutions,Galle,programming
59,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606955,Software  Engineer,Bloom Solutions,Galle,programming
60,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606956,Software  Engineer,Bloom Solutions,Galle,programming
61,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606957,Software  Engineer,Bloom Solutions,Galle,programming
62,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606958,Software  Engineer,Bloom Solutions,Galle,programming
63,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606959,Software  Engineer,Bloom Solutions,Galle,programming
64,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606960,Software  Engineer,Bloom Solutions,Galle,programming
65,IT,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=000001713f53d0978b0af3260c04bd61&src=GD_JOB_AD&t=SR&extid=1&exst=L&ist=&ast=L&vt=w&slr=true&cs=1_2c06a9e0&cb=1585905389872&jobListingId=3180606961,Cyber Security Engineer,Bloom Solutions,Galle,Cyber Security
